experimentId,variable1,variable2,outcomeMeasure,experimentDate,location,researcherId,controlFlag,anomalyFlag
E7910,84,Type A,92,2024-10-15,Lab 3,R7659,false,false
E7911,69,Type C,304,2025-02-10,Lab 1,R2677,false,true
E7912,93,Type A,143,2024-08-08,Lab 3,R2207,false,false
E7913,40,Type C,125.10000000000001,2025-01-14,Lab 1,R9537,true,false
E7914,79,Type A,169,2025-05-19,Lab 1,R3319,false,false
E7915,96,Type A,107,2024-10-06,Lab 3,R6879,false,false
E7916,100,Type C,144,2025-01-13,Lab 4,R9036,false,true
E7917,70,Type C,92,2024-10-21,Lab 1,R9503,false,false
E7918,97,Type A,74,2024-09-14,Lab 2,R5650,false,false
E7919,38,Type D,60,2025-01-29,Lab 3,R2485,false,false
E7920,9,Type D,64,2024-07-27,Lab 3,R5546,false,false
E7921,39,Type D,30,2024-12-10,Lab 4,R8139,false,false
E7922,84,Type C,100.8,2024-08-18,Lab 2,R1951,true,false
E7923,33,Type C,102,2025-03-11,Lab 3,R7338,false,false
E7924,58,Type B,61.2,2024-12-16,Lab 4,R3449,true,false
E7925,7,Type B,165,2024-12-14,Lab 3,R7304,false,false
E7926,55,Type C,167,2024-07-03,Lab 3,R2298,false,false
E7927,51,Type A,192,2024-12-17,Lab 1,R6235,false,false
E7928,23,Type D,312,2024-10-04,Lab 3,R5910,false,true
E7929,98,Type D,131.4,2025-05-02,Lab 2,R2662,true,false
E7930,37,Type C,123,2024-08-25,Lab 1,R7760,false,false
E7931,45,Type D,14,2024-07-27,Lab 1,R3874,false,false
E7932,47,Type D,45,2025-03-18,Lab 4,R1571,true,false
E7933,61,Type D,130,2025-05-24,Lab 4,R5846,false,false
E7934,43,Type A,165.6,2024-07-27,Lab 4,R5065,true,false
E7935,2,Type D,144,2024-11-20,Lab 4,R4386,false,false
E7936,11,Type A,121,2025-01-20,Lab 2,R6672,false,false
E7937,40,Type B,81,2024-09-28,Lab 2,R2173,false,false
E7938,35,Type A,33.300000000000004,2024-06-05,Lab 1,R3078,true,false
E7939,56,Type A,69,2024-07-23,Lab 4,R6049,false,false
E7940,39,Type D,51,2024-11-15,Lab 3,R3525,false,true
E7941,9,Type B,9,2024-10-03,Lab 4,R7815,true,false
E7942,33,Type B,113,2024-08-11,Lab 3,R9181,false,false
E7943,26,Type B,178,2024-09-27,Lab 3,R1825,false,false
E7944,15,Type A,0,2024-07-27,Lab 1,R7588,false,false
E7945,49,Type C,135,2025-05-10,Lab 3,R1553,false,true
E7946,39,Type D,120,2025-01-16,Lab 3,R4117,false,false
E7947,87,Type D,98,2024-10-09,Lab 4,R1694,false,false
E7948,96,Type C,151.20000000000002,2024-12-12,Lab 2,R2454,true,false
E7949,74,Type D,192,2024-07-30,Lab 1,R5240,false,false
E7950,91,Type A,129,2024-09-01,Lab 4,R3560,false,false
E7951,76,Type C,46,2024-06-03,Lab 1,R4965,false,false
E7952,61,Type A,139,2024-11-20,Lab 4,R8325,false,false
E7953,91,Type A,60,2024-07-22,Lab 1,R6825,false,false
E7954,44,Type B,125,2024-10-18,Lab 4,R3465,false,false
E7955,4,Type C,28,2025-03-03,Lab 4,R7157,false,false
E7956,8,Type B,248,2025-05-22,Lab 2,R3403,false,true
E7957,94,Type B,86,2024-11-11,Lab 1,R1652,false,false
E7958,83,Type D,56,2025-04-07,Lab 4,R7388,false,false
E7959,43,Type D,158,2025-03-28,Lab 4,R5900,false,false
E7960,36,Type B,102,2025-04-07,Lab 4,R9475,false,true
E7961,8,Type B,194,2025-02-26,Lab 2,R3198,false,false
E7962,80,Type A,81,2025-04-03,Lab 2,R5800,false,false
E7963,8,Type D,111,2024-11-11,Lab 2,R9301,false,false
E7964,71,Type C,35,2025-03-10,Lab 1,R7279,false,false
E7965,42,Type A,196,2025-03-21,Lab 1,R4222,false,false
E7966,22,Type B,114,2024-09-06,Lab 1,R1153,false,false
E7967,86,Type C,113,2024-09-03,Lab 2,R2667,false,false
E7968,30,Type C,27,2025-05-12,Lab 2,R1466,false,false
E7969,32,Type B,139.5,2024-06-30,Lab 2,R3390,true,false
E7970,76,Type D,456,2024-08-05,Lab 2,R1952,false,true
E7971,82,Type D,3,2024-07-26,Lab 3,R4445,false,false
E7972,19,Type C,74,2024-10-05,Lab 4,R2761,false,false
E7973,17,Type D,57,2024-11-19,Lab 2,R7430,false,false
E7974,43,Type A,160.20000000000002,2024-12-28,Lab 1,R9079,true,false
E7975,61,Type B,27,2025-03-28,Lab 4,R9615,false,false
E7976,29,Type A,141.3,2025-03-11,Lab 3,R5347,true,false
E7977,10,Type A,173,2024-08-28,Lab 4,R6544,false,false
E7978,10,Type B,100.8,2025-05-15,Lab 2,R7731,true,false
E7979,73,Type B,90,2025-04-23,Lab 3,R9723,false,false
E7980,22,Type A,50,2024-09-21,Lab 1,R6191,false,false
E7981,81,Type C,113,2024-10-31,Lab 3,R4384,false,false
E7982,73,Type A,136,2024-07-21,Lab 1,R1435,false,false
E7983,73,Type B,178.20000000000002,2025-05-02,Lab 2,R1537,true,false
E7984,9,Type A,36,2025-01-19,Lab 3,R4029,true,false
E7985,76,Type C,117,2025-04-10,Lab 2,R6669,false,true
E7986,49,Type B,122.4,2024-11-24,Lab 1,R7302,true,false
E7987,28,Type C,123,2024-11-25,Lab 3,R9889,false,false
E7988,53,Type C,133.20000000000002,2025-01-01,Lab 1,R1445,true,false
E7989,39,Type C,40,2025-01-30,Lab 1,R8276,false,false
E7990,58,Type A,131,2024-06-03,Lab 2,R7496,false,false
E7991,34,Type A,189,2024-07-11,Lab 2,R6004,false,false
E7992,42,Type B,16.2,2025-03-21,Lab 1,R7403,true,false
E7993,45,Type B,81.9,2025-02-20,Lab 2,R9545,true,false
E7994,80,Type C,108,2024-09-06,Lab 2,R1986,true,false
E7995,34,Type D,151,2024-06-21,Lab 4,R1096,false,false
E7996,82,Type D,165,2024-09-16,Lab 4,R9599,false,false
E7997,37,Type B,41,2025-03-30,Lab 3,R1132,false,false
E7998,48,Type C,175,2025-02-17,Lab 3,R6594,false,false
E7999,72,Type A,143.1,2025-03-16,Lab 1,R3408,true,false
E8000,72,Type C,150,2025-02-24,Lab 1,R6569,false,false
E8001,76,Type C,88,2024-12-03,Lab 1,R6581,false,false
E8002,0,Type A,123,2025-04-06,Lab 3,R1692,false,false
E8003,25,Type C,73,2025-05-03,Lab 4,R1179,false,false
E8004,0,Type A,97,2024-11-17,Lab 1,R3006,false,false
E8005,40,Type C,66,2024-07-14,Lab 3,R5342,false,false
E8006,72,Type C,39,2024-09-15,Lab 4,R4565,false,false
E8007,89,Type D,133,2024-09-09,Lab 2,R7638,false,false
E8008,58,Type D,55.800000000000004,2025-03-19,Lab 3,R6364,true,false
E8009,90,Type B,40.5,2025-02-07,Lab 4,R5709,true,false
E8010,98,Type A,39,2024-08-02,Lab 1,R7699,false,false
E8011,32,Type B,152,2025-05-12,Lab 1,R5899,false,false
E8012,55,Type C,77.4,2024-12-23,Lab 3,R9840,true,false
E8013,58,Type D,176,2024-12-23,Lab 3,R2681,false,false
E8014,86,Type A,109,2025-01-06,Lab 3,R4036,false,false
E8015,34,Type C,167,2025-04-19,Lab 3,R4562,false,false
E8016,33,Type D,72,2024-06-24,Lab 1,R7494,true,false
E8017,93,Type D,110,2024-12-26,Lab 3,R7227,false,false
E8018,52,Type D,86,2025-01-24,Lab 4,R1172,false,false
E8019,78,Type B,152.1,2025-04-21,Lab 3,R6085,true,false
E8020,77,Type C,18,2024-08-22,Lab 3,R2040,false,false
E8021,61,Type C,172.8,2025-01-06,Lab 2,R3790,true,false
E8022,59,Type A,193,2025-01-11,Lab 2,R8128,false,false
E8023,59,Type A,117,2024-07-26,Lab 3,R5426,false,false
E8024,20,Type D,157,2024-11-09,Lab 3,R3004,false,false
E8025,28,Type D,28,2024-07-15,Lab 2,R4328,false,false
E8026,57,Type A,127,2025-01-11,Lab 3,R6440,false,false
E8027,24,Type D,27.900000000000002,2024-10-26,Lab 4,R1510,true,false
E8028,74,Type B,173.70000000000002,2024-07-20,Lab 2,R3466,true,false
E8029,92,Type B,129.6,2025-02-14,Lab 3,R5489,true,false
E8030,71,Type D,72,2024-05-30,Lab 1,R4502,false,false
E8031,78,Type A,120,2024-12-13,Lab 4,R3242,false,false
E8032,73,Type A,29,2025-03-24,Lab 4,R6471,false,false
E8033,75,Type B,186,2025-03-13,Lab 2,R7709,false,false
E8034,16,Type D,35,2025-02-18,Lab 1,R1051,false,false
E8035,68,Type B,54,2025-04-21,Lab 4,R9657,false,false
E8036,0,Type A,198,2025-03-08,Lab 2,R4994,false,false
E8037,8,Type B,24.3,2025-03-03,Lab 2,R1855,true,false
E8038,23,Type B,58,2025-03-26,Lab 2,R4876,false,false
E8039,27,Type A,45,2025-01-25,Lab 2,R9282,false,false
E8040,56,Type C,69,2024-06-07,Lab 2,R7488,false,false
E8041,97,Type B,181,2025-01-16,Lab 3,R7602,false,false
E8042,72,Type D,11,2024-05-31,Lab 3,R3953,false,false
E8043,4,Type B,11.700000000000001,2024-10-29,Lab 2,R6868,true,false
E8044,91,Type A,176,2024-08-01,Lab 2,R6834,false,false
E8045,85,Type C,35,2025-03-06,Lab 2,R9846,false,false
E8046,9,Type A,177.3,2025-02-06,Lab 1,R4397,true,false
E8047,87,Type B,45,2024-11-11,Lab 3,R5500,true,false
E8048,60,Type C,88,2025-03-06,Lab 1,R9805,false,false
E8049,77,Type C,48,2025-04-03,Lab 3,R4026,false,false
E8050,72,Type C,2,2025-01-23,Lab 3,R7957,false,false
E8051,11,Type C,164,2024-10-17,Lab 1,R7867,false,false
E8052,86,Type D,52,2024-10-31,Lab 4,R9139,false,false
E8053,56,Type B,24,2025-04-15,Lab 2,R4771,false,false
E8054,28,Type B,59,2025-01-27,Lab 4,R1185,false,false
E8055,89,Type D,19.8,2025-05-07,Lab 4,R7253,true,false
E8056,10,Type B,122,2024-09-23,Lab 2,R7236,false,false
E8057,27,Type A,85,2025-01-23,Lab 3,R5877,false,false
E8058,90,Type A,127,2024-08-16,Lab 4,R2741,false,false
E8059,86,Type B,199,2024-09-29,Lab 3,R1387,false,false
E8060,7,Type C,165,2024-06-26,Lab 1,R9502,false,false
E8061,100,Type A,189,2024-10-10,Lab 3,R3132,false,false
E8062,0,Type B,173,2025-02-06,Lab 4,R5943,false,false
E8063,9,Type D,93,2024-06-30,Lab 2,R4411,false,false
E8064,26,Type C,567,2024-07-07,Lab 2,R1247,false,true
E8065,2,Type C,172,2025-03-17,Lab 1,R7046,false,false
E8066,74,Type C,196,2024-12-14,Lab 2,R7430,false,false
E8067,82,Type D,161,2024-06-02,Lab 3,R6391,false,false
E8068,91,Type A,33.300000000000004,2025-04-11,Lab 3,R7072,true,false
E8069,82,Type D,114,2025-03-02,Lab 1,R8100,false,false
E8070,11,Type A,148,2025-02-23,Lab 3,R2561,false,false
E8071,69,Type A,25,2025-01-18,Lab 1,R4351,false,false
E8072,45,Type D,35,2024-06-01,Lab 3,R6444,false,false
E8073,41,Type A,120,2024-08-19,Lab 1,R8631,false,false
E8074,50,Type D,0,2025-04-06,Lab 2,R7919,true,false
E8075,20,Type C,160,2024-06-28,Lab 3,R7000,false,false
E8076,92,Type D,11,2024-07-03,Lab 3,R2794,false,false
E8077,2,Type C,3,2024-06-03,Lab 1,R2277,false,false
E8078,10,Type C,144,2024-11-08,Lab 2,R2031,false,false
E8079,41,Type C,192,2024-07-31,Lab 3,R3978,false,false
E8080,24,Type C,50,2024-12-15,Lab 1,R8160,false,false
E8081,10,Type A,66,2024-06-05,Lab 3,R8871,false,false
E8082,39,Type C,50,2024-10-12,Lab 4,R9472,false,false
E8083,5,Type D,20,2024-12-11,Lab 3,R4055,false,false
E8084,55,Type C,23.400000000000002,2025-02-12,Lab 2,R8749,true,false
E8085,77,Type A,173,2024-09-04,Lab 1,R6233,false,false
E8086,77,Type B,342,2024-10-22,Lab 4,R9746,false,true
E8087,31,Type D,109,2025-05-05,Lab 1,R6151,false,false
E8088,59,Type A,155,2024-05-28,Lab 1,R2520,false,false
E8089,62,Type B,26,2024-12-16,Lab 2,R1999,false,false
E8090,3,Type B,63,2024-09-17,Lab 3,R7566,false,false
E8091,76,Type A,149,2024-06-23,Lab 4,R5445,false,false
E8092,68,Type D,498,2025-03-29,Lab 2,R4332,false,true
E8093,36,Type C,179,2025-01-19,Lab 4,R7200,false,false
E8094,86,Type C,13,2025-03-25,Lab 2,R9550,false,false
E8095,25,Type A,170,2024-11-08,Lab 4,R4718,false,false
E8096,6,Type B,165,2024-08-31,Lab 4,R4744,false,false
E8097,29,Type C,32,2025-03-26,Lab 4,R8687,false,false
E8098,53,Type C,90,2024-11-11,Lab 4,R6458,false,false
E8099,94,Type C,120,2024-12-10,Lab 3,R4372,false,false
E8100,62,Type C,88,2024-12-11,Lab 3,R5902,false,false
E8101,67,Type B,357,2024-07-28,Lab 1,R6342,false,true
E8102,94,Type D,54,2025-03-08,Lab 2,R3623,false,true
E8103,81,Type D,193,2025-04-11,Lab 2,R1862,false,false
E8104,92,Type B,72.9,2024-10-03,Lab 1,R9211,true,false
E8105,51,Type D,181,2025-03-21,Lab 1,R9246,false,false
E8106,82,Type D,113,2025-01-21,Lab 3,R4627,false,false
E8107,73,Type D,19,2024-10-11,Lab 4,R9441,false,false
E8108,2,Type A,67.5,2024-09-18,Lab 4,R5146,true,false
E8109,89,Type B,93,2025-05-12,Lab 3,R8831,false,false
E8110,54,Type A,196,2025-01-30,Lab 2,R6104,false,false
E8111,71,Type C,171.9,2025-04-20,Lab 1,R6881,true,false
E8112,43,Type D,150,2024-11-05,Lab 4,R5271,false,true
E8113,69,Type B,191,2024-11-24,Lab 4,R5029,false,false
E8114,0,Type A,183,2024-11-29,Lab 4,R4559,false,false
E8115,93,Type C,167,2024-05-29,Lab 2,R4389,false,false
E8116,43,Type D,17.1,2025-03-17,Lab 2,R3731,true,false
E8117,86,Type D,69,2025-04-16,Lab 2,R9186,false,false
E8118,72,Type C,185,2024-09-18,Lab 1,R6674,false,false
E8119,0,Type D,71,2024-08-03,Lab 3,R6881,false,false
E8120,73,Type D,87,2024-09-18,Lab 3,R5426,false,false
E8121,88,Type C,101,2024-07-31,Lab 4,R6021,false,false
E8122,71,Type A,111.60000000000001,2025-03-26,Lab 2,R7934,true,false
E8123,79,Type A,50,2025-03-27,Lab 4,R3503,false,false
E8124,95,Type D,157,2025-01-17,Lab 3,R7148,false,false
E8125,1,Type D,8,2024-12-14,Lab 1,R6565,false,false
E8126,34,Type A,113.4,2024-09-17,Lab 2,R4767,true,false
E8127,71,Type C,121,2025-02-19,Lab 4,R2924,false,false
E8128,1,Type A,130,2024-10-31,Lab 1,R3762,false,false
E8129,3,Type B,134,2024-12-26,Lab 1,R6446,false,false
E8130,29,Type B,12.6,2024-09-25,Lab 4,R5849,true,false
E8131,11,Type D,152,2024-09-15,Lab 2,R6582,false,false
E8132,29,Type D,49,2024-06-23,Lab 4,R1480,false,false
E8133,92,Type A,118,2024-08-27,Lab 1,R2844,false,false
E8134,55,Type D,232,2024-09-05,Lab 3,R4962,false,true
E8135,48,Type A,2,2025-03-09,Lab 1,R9914,false,false
E8136,25,Type D,45,2025-05-07,Lab 1,R1930,false,false
E8137,60,Type C,56.7,2025-01-05,Lab 2,R1101,true,false
E8138,16,Type B,102,2024-12-25,Lab 1,R2960,false,false
E8139,55,Type A,20,2024-09-17,Lab 2,R3875,false,false
E8140,32,Type D,172,2024-09-30,Lab 2,R2365,false,false
E8141,12,Type A,81,2024-09-09,Lab 3,R4140,true,false
E8142,57,Type C,91.8,2024-12-22,Lab 2,R5913,true,false
E8143,68,Type D,89,2024-12-30,Lab 4,R6447,false,false
E8144,32,Type A,78,2024-11-28,Lab 1,R6200,false,false
E8145,17,Type D,139.5,2025-01-14,Lab 1,R9535,true,false
E8146,89,Type D,193,2025-01-12,Lab 3,R3601,false,false
E8147,3,Type D,74,2024-07-05,Lab 1,R5148,false,false
E8148,79,Type B,185,2024-07-16,Lab 2,R4693,false,false
E8149,22,Type D,31,2024-10-23,Lab 4,R4503,false,false
E8150,73,Type D,198,2024-07-15,Lab 2,R6994,false,false
E8151,72,Type B,161,2024-06-07,Lab 3,R3624,false,false
E8152,63,Type A,117,2024-12-20,Lab 2,R9169,false,false
E8153,15,Type A,55,2024-08-17,Lab 2,R7166,false,false
E8154,9,Type D,112,2025-04-08,Lab 4,R1642,false,false
E8155,56,Type B,162,2024-09-04,Lab 2,R1868,false,false
E8156,81,Type A,168,2025-01-02,Lab 2,R9451,false,false
E8157,78,Type C,134,2025-03-01,Lab 2,R9563,false,false
E8158,34,Type B,122,2024-11-28,Lab 1,R9916,false,false
E8159,30,Type B,134,2024-10-15,Lab 4,R7563,false,false
E8160,59,Type B,198,2025-02-07,Lab 3,R2136,false,true
E8161,36,Type B,7,2024-06-22,Lab 4,R9493,false,false
E8162,64,Type D,146,2024-10-15,Lab 2,R4231,false,true
E8163,9,Type C,62,2025-04-17,Lab 3,R2996,false,false
E8164,38,Type B,57,2025-04-13,Lab 1,R4506,false,false
E8165,13,Type D,172.8,2024-08-20,Lab 1,R6286,true,false
E8166,62,Type D,32,2025-04-28,Lab 4,R5498,false,false
E8167,11,Type B,93,2024-06-16,Lab 3,R3215,false,false
E8168,33,Type A,148,2024-09-25,Lab 2,R3099,false,false
E8169,94,Type A,26.1,2024-06-07,Lab 4,R7218,true,false
E8170,29,Type C,124,2024-07-17,Lab 1,R8719,false,false
E8171,69,Type C,41,2024-06-02,Lab 3,R3890,false,false
E8172,42,Type D,112,2024-12-07,Lab 3,R3256,false,false
E8173,36,Type D,45,2024-08-01,Lab 2,R7333,false,false
E8174,66,Type C,117,2024-07-12,Lab 1,R4735,false,false
E8175,8,Type D,126.9,2024-06-06,Lab 3,R5325,true,false
E8176,56,Type D,41,2025-01-19,Lab 3,R1814,false,false
E8177,28,Type B,178,2025-03-01,Lab 1,R5363,false,true
E8178,25,Type C,126,2025-05-07,Lab 4,R6233,false,false
E8179,63,Type B,33,2024-12-23,Lab 2,R5386,false,false
E8180,10,Type A,58,2024-06-20,Lab 2,R6291,false,false
E8181,82,Type D,90,2024-11-29,Lab 4,R7976,false,false
E8182,57,Type D,199,2025-03-24,Lab 2,R3207,false,false
E8183,53,Type A,169.20000000000002,2025-02-19,Lab 1,R2161,true,false
E8184,94,Type A,178,2025-05-24,Lab 2,R6306,false,false
E8185,76,Type A,144,2025-02-24,Lab 1,R6260,false,false
E8186,30,Type C,24,2024-08-05,Lab 2,R4152,false,false
E8187,88,Type C,136,2024-12-21,Lab 4,R8947,false,false
E8188,95,Type A,324,2024-10-16,Lab 2,R5264,false,true
E8189,99,Type B,2,2025-01-14,Lab 1,R9815,false,false
E8190,48,Type C,133.20000000000002,2024-08-21,Lab 3,R9214,true,false
E8191,16,Type B,109,2025-04-08,Lab 3,R8129,false,false
E8192,75,Type B,114.3,2025-02-13,Lab 2,R6946,true,false
E8193,91,Type B,76,2024-12-02,Lab 2,R9548,false,false
E8194,3,Type C,98,2025-05-22,Lab 2,R7865,false,false
E8195,90,Type C,32.4,2024-07-23,Lab 1,R7025,true,false
E8196,32,Type A,340,2025-04-01,Lab 4,R7143,false,true
E8197,48,Type C,7,2024-07-12,Lab 2,R6526,false,false
E8198,22,Type D,111,2024-06-11,Lab 2,R8676,false,false
E8199,77,Type D,40,2024-10-20,Lab 4,R9684,false,false
E8200,4,Type A,126,2024-10-28,Lab 4,R5975,false,false
E8201,54,Type C,58,2024-07-19,Lab 3,R1222,false,false
E8202,95,Type C,101,2024-11-04,Lab 1,R1122,false,false
E8203,70,Type A,26.1,2024-10-29,Lab 1,R3985,true,false
E8204,54,Type C,195,2025-05-11,Lab 3,R6430,false,false
E8205,19,Type B,121,2024-10-11,Lab 3,R8782,false,false
E8206,25,Type C,94,2025-02-04,Lab 3,R1974,false,false
E8207,70,Type C,155,2024-09-14,Lab 2,R3206,false,false
E8208,51,Type D,53,2024-06-08,Lab 3,R8700,false,false
E8209,85,Type A,61,2024-07-30,Lab 4,R5039,false,false
E8210,40,Type A,180,2024-11-18,Lab 1,R4890,false,false
E8211,45,Type C,144,2025-05-02,Lab 2,R7343,false,false
E8212,14,Type B,122,2024-09-07,Lab 3,R5533,false,false
E8213,94,Type D,41,2024-11-22,Lab 1,R4054,false,false
E8214,88,Type B,170,2025-02-14,Lab 1,R7781,false,false
E8215,6,Type C,64,2024-07-18,Lab 1,R9401,false,false
E8216,29,Type A,31,2024-08-08,Lab 3,R1358,false,false
E8217,37,Type C,21,2025-05-11,Lab 2,R8823,false,false
E8218,39,Type A,195,2024-10-28,Lab 4,R4428,false,true
E8219,62,Type C,132,2025-01-27,Lab 4,R2290,false,true
E8220,65,Type C,170,2025-02-05,Lab 4,R3010,false,false
E8221,67,Type A,73.8,2025-04-24,Lab 2,R1460,true,false
E8222,91,Type D,94.5,2024-10-18,Lab 4,R9428,true,false
E8223,67,Type C,29,2024-10-06,Lab 3,R2366,false,false
E8224,53,Type D,6,2025-02-10,Lab 4,R5547,false,false
E8225,6,Type A,72,2025-04-14,Lab 4,R7613,false,false
E8226,67,Type D,372,2025-01-02,Lab 2,R1278,false,true
E8227,64,Type D,33,2024-10-14,Lab 1,R6013,false,false
E8228,90,Type A,48,2024-06-23,Lab 1,R2043,false,false
E8229,62,Type C,94.5,2025-01-16,Lab 2,R7395,true,false
E8230,73,Type B,126,2025-01-21,Lab 2,R1401,true,false
E8231,87,Type B,195,2025-02-22,Lab 3,R7786,false,false
E8232,77,Type D,45.9,2025-01-18,Lab 2,R2681,true,false
E8233,73,Type D,27,2025-01-11,Lab 4,R5219,false,false
E8234,78,Type C,82,2024-10-24,Lab 2,R3098,false,false
E8235,35,Type D,56.7,2024-10-02,Lab 3,R7328,true,false
E8236,26,Type C,71.10000000000001,2024-10-20,Lab 1,R8931,true,false
E8237,86,Type C,69,2024-08-08,Lab 3,R6597,false,false
E8238,85,Type A,153.9,2024-07-04,Lab 1,R8876,true,false
E8239,24,Type B,126,2025-05-11,Lab 4,R8455,false,false
E8240,94,Type B,136,2024-08-02,Lab 2,R9680,false,false
E8241,78,Type C,173.70000000000002,2025-02-13,Lab 4,R7231,true,false
E8242,99,Type A,98,2024-06-07,Lab 2,R3214,false,false
E8243,14,Type A,19,2024-08-31,Lab 3,R5824,false,false
E8244,12,Type B,57,2025-05-19,Lab 1,R5494,false,false
E8245,82,Type C,170,2024-11-15,Lab 4,R7482,false,false
E8246,84,Type B,46,2024-12-25,Lab 1,R2236,false,false
E8247,45,Type D,78,2024-07-28,Lab 3,R1007,false,false
E8248,90,Type D,2,2024-09-01,Lab 4,R1866,false,false
E8249,59,Type B,42,2025-03-09,Lab 2,R8129,false,false
E8250,9,Type B,1,2024-08-06,Lab 1,R6320,false,false
E8251,26,Type D,143,2024-10-03,Lab 1,R7506,false,false
E8252,88,Type A,13,2024-09-29,Lab 4,R2483,false,false
E8253,35,Type B,8,2025-01-27,Lab 1,R8010,false,false
E8254,61,Type A,122,2024-09-27,Lab 1,R2555,false,false
E8255,4,Type D,98,2024-09-17,Lab 2,R8664,false,false
E8256,15,Type C,180,2024-12-21,Lab 2,R9237,false,false
E8257,52,Type A,519,2024-05-27,Lab 4,R1004,false,true
E8258,96,Type C,300,2024-10-22,Lab 1,R3724,false,true
E8259,48,Type D,103,2024-11-25,Lab 4,R8036,false,false
E8260,48,Type A,85,2024-08-18,Lab 1,R6229,false,false
E8261,56,Type A,68,2025-05-01,Lab 1,R2860,false,false
E8262,51,Type B,177,2025-01-04,Lab 4,R4328,false,false
E8263,55,Type C,134,2025-04-09,Lab 3,R1443,false,false
E8264,84,Type C,19,2024-09-22,Lab 3,R5435,false,false
E8265,72,Type C,1,2025-02-01,Lab 3,R6808,false,false
E8266,36,Type B,26,2024-11-28,Lab 1,R4367,false,false
E8267,10,Type D,117,2024-10-26,Lab 4,R7559,false,false
E8268,82,Type C,144,2025-02-04,Lab 1,R1396,false,false
E8269,12,Type A,11,2024-08-22,Lab 2,R8057,false,false
E8270,69,Type C,166,2024-07-23,Lab 1,R2661,false,false
E8271,4,Type B,126,2025-03-27,Lab 1,R7306,false,false
E8272,85,Type B,151,2024-10-29,Lab 2,R7078,false,false
E8273,43,Type B,20.7,2024-07-24,Lab 2,R8968,true,false
E8274,80,Type D,82,2024-06-20,Lab 2,R3018,false,false
E8275,26,Type D,5,2024-07-14,Lab 4,R3937,false,false
E8276,69,Type B,243,2025-03-31,Lab 2,R3082,false,true
E8277,58,Type B,117,2024-08-16,Lab 4,R1385,false,false
E8278,31,Type C,54,2025-03-17,Lab 2,R6096,false,false
E8279,98,Type A,49,2024-08-09,Lab 3,R4708,false,false
E8280,100,Type A,18,2025-03-02,Lab 3,R3671,false,false
E8281,20,Type D,70,2024-07-20,Lab 1,R8640,false,false
E8282,34,Type B,21,2025-05-21,Lab 2,R9223,false,false
E8283,42,Type D,153.9,2024-12-08,Lab 1,R7348,true,false
E8284,18,Type C,148,2025-01-04,Lab 1,R3547,false,false
E8285,19,Type C,28,2024-05-28,Lab 3,R8240,false,false
E8286,81,Type B,75,2024-12-16,Lab 2,R2267,false,false
E8287,52,Type B,29.7,2025-01-25,Lab 4,R7771,true,false
E8288,60,Type D,30,2024-07-22,Lab 3,R3499,false,false
E8289,66,Type C,173,2024-08-13,Lab 2,R9731,false,false
E8290,21,Type C,165.6,2024-07-12,Lab 1,R1898,true,false
E8291,39,Type D,94.5,2024-12-12,Lab 2,R9841,true,false
E8292,91,Type D,153,2024-06-03,Lab 4,R5097,true,false
E8293,11,Type C,15,2024-10-10,Lab 3,R6506,false,false
E8294,20,Type A,390,2024-09-07,Lab 4,R5155,false,true
E8295,58,Type D,267,2024-09-01,Lab 4,R2490,false,true
E8296,26,Type C,74,2024-07-22,Lab 1,R9746,false,false
E8297,45,Type C,1,2024-09-11,Lab 4,R6943,false,false
E8298,7,Type A,196,2024-12-01,Lab 2,R6313,false,false
E8299,95,Type A,28,2025-05-13,Lab 2,R3915,false,false
E8300,73,Type D,105,2025-04-18,Lab 2,R3230,false,false
E8301,52,Type B,167,2024-12-09,Lab 1,R2988,false,false
E8302,20,Type C,34,2024-05-31,Lab 3,R9695,false,false
E8303,14,Type C,115,2024-06-29,Lab 4,R1081,false,false
E8304,75,Type C,169,2025-02-11,Lab 1,R9816,false,false
E8305,66,Type B,343.8,2024-09-12,Lab 2,R8954,true,true
E8306,91,Type B,60,2024-07-20,Lab 2,R7023,false,false
E8307,22,Type B,84,2025-01-19,Lab 3,R3844,false,false
E8308,31,Type B,87.3,2024-09-15,Lab 4,R3870,true,false
E8309,70,Type A,197,2025-02-23,Lab 4,R3683,false,false
E8310,28,Type A,62,2024-11-17,Lab 2,R7286,false,false
E8311,22,Type B,20,2024-10-02,Lab 3,R1916,false,false
